name,genre,type,episodes,members,rating
Bakujuu Gasshin Ziguru Hazeru,"Action, Mecha",TV,6.0,244,5.78
Bakusou Circuit Roman Twin,Sports,OVA,1.0,135,6.0
Balgwanghaneun Hyeondaesa,Drama,Movie,1.0,195,6.57
Ball yo Doko e Yuku,Comedy,ONA,1.0,114,3.89
Barnacle Lou,Kids,TV,52.0,61,6.33
Bary-san no Imabari-ben Kouza,Comedy,TV,1.0,298,4.79
Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,Music,Music,1.0,58,4.67
Batsu &amp; Terry,"Comedy, Drama, School, Shounen, Sports",Movie,1.0,152,6.19
Battle Spirits Shinnen Special,"Action, Game, Kids",Special,1.0,109,6.29
Bazar dé Gozarre,Comedy,Special,33.0,58,4.67
Be-Bop Kaizokuban,"Comedy, School, Seinen",OVA,3.0,162,5.76
Beanuts,"Comedy, Kids",Special,2.0,46,4.5
Beer Mukashi Mukashi,Historical,Movie,1.0,85,5.29
Believe in It,Dementia,Movie,1.0,57,4.8
Bemubemu Hunter Kotengu Tenmaru,"Adventure, Fantasy",TV,19.0,107,6.67
Beompeoking Jaepeo,"Action, Cars",TV,26.0,91,4.85
Bero-dashi Chonma,"Historical, Kids",OVA,1.0,35,7.25
Best Care Group,"Drama, Slice of Life",ONA,3.0,38,5.19
Bic Contact X Mameshiba Collab CM,Comedy,Special,1.0,112,4.81
Big Mouth Do Do,"Kids, Slice of Life",TV,52.0,115,6.54
Big X,"Action, Historical, Sci-Fi, Shounen",TV,59.0,254,6.46
Big X Episode 0,"Action, Historical, Sci-Fi, Shounen",Special,1.0,55,5.7
Bikini Warriors OVA,"Comedy, Ecchi, Fantasy, Parody",OVA,2.0,3404,5.33
Bikkuriman,"Comedy, Fantasy",TV,75.0,250,6.68
Bikkuriman 2000,"Adventure, Fantasy, Kids",TV,68.0,153,6.1
Bikkuriman: Daiichiji Seima Taisen,"Action, Adventure, Kids",Movie,1.0,109,5.71
Bikkuriman: Moen Zone no Himitsu,"Action, Adventure, Kids",Movie,1.0,108,5.42
Bip to Bap,"Adventure, Kids",TV,4.0,46,4.2
Biriken,"Comedy, Kids",TV,32.0,102,5.22
Biriken Nandemo Shoukai,"Comedy, Kids",TV,22.0,96,4.77
Bit the Cupid,Comedy,TV,48.0,109,6.0
Black Clover,"Action, Comedy, Fantasy, Magic, Shounen",Special,1.0,2247,8.6
Blend,Hentai,Movie,1.0,90,3.89
Bloody Bunny,Comedy,TV,26.0,170,5.26
Bocchan,Historical,Special,1.0,317,6.17
Bogeul Bogeul Bomulseon,"Adventure, Fantasy",Movie,1.0,63,6.33
"Boku datte, Kirei ni Shitainda",Kids,OVA,1.0,54,4.0
Boku no Aozora,"Drama, Kids",OVA,1.0,44,8.5
Boku no Boukuugou,"Drama, Historical, Kids",Special,1.0,154,7.14
Boku no Diet Daisakusen,"Drama, Kids",OVA,1.0,52,5.75
Boku no Son Gokuu,"Adventure, Fantasy, Kids",Movie,1.0,186,5.79
Boku to Gaku: Ano Natsu no Monogatari,"Drama, Historical, Kids",OVA,1.0,96,7.2
Boku wa Kimi wo Warawanai,Music,Music,1.0,80,5.4
Boku wa Koko de Ikiteiku,"Kids, Music",Music,1.0,51,6.56
Boku wa Ou-sama,Kids,OVA,4.0,58,6.43
Boku wa Ou-sama (TV),Kids,TV,12.0,141,6.4
Boku wa Ou-sama (TV) Special,Kids,Special,1.0,53,6.89
Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,"Drama, Kids",OVA,1.0,49,7.67
Bokura Machi Bouzu!,"Kids, Music",Music,1.0,45,4.89
Bokura Mangaka: Tokiwasou Monogatari,"Comedy, Slice of Life",Special,1.0,137,7.31
Bokura no Saibanin Monogatari,School,ONA,1.0,214,4.93
Bokutachi no Peace River,"Adventure, Drama, Kids, Supernatural",OVA,1.0,82,5.38
Bonobono,Comedy,Movie,1.0,148,6.81
Bonobono (TV) Specials,Comedy,Special,9.0,120,5.8
Bonobono: Kumomo no Ki no Koto,Drama,Movie,1.0,137,6.0
Boo Boo Boy,"Cars, Kids",TV,26.0,128,4.73
Bosco no Mori no Nakama-tachi,"Adventure, Fantasy",Special,1.0,113,5.55
Bouken Gabotenjima,Adventure,TV,39.0,140,6.58
Bouken Korobokkuru,Adventure,TV,26.0,171,6.58
Bouken Shounen Shadar,"Adventure, Horror",TV,156.0,184,6.65
Bouken Yuuki Pluster World,"Sci-Fi, Shounen",TV,52.0,295,6.32
Bouken-tachi Gamba to Nanbiki no Nakama,"Adventure, Kids",Movie,1.0,95,6.71
Bouningen Weekend,Slice of Life,ONA,20.0,68,4.87
Bousou Sengokushi,Action,OVA,2.0,156,5.71
Box,Dementia,Movie,1.0,98,3.61
Boyfriend,"Romance, Shoujo, Sports",Special,1.0,243,5.68
Brave Fire S0.9,"Mecha, Sci-Fi",Special,1.0,144,5.88
Break-Age,"Adventure, Mecha, Sci-Fi, Shounen",OVA,1.0,232,5.62
Bubaga,"Adventure, Kids",TV,8.0,48,7.6
Bucchigiri,Sports,OVA,4.0,159,6.13
Bucket de Gohan,Comedy,TV,20.0,119,7.13
Bucket no Ana,Music,Music,1.0,57,4.13
Bug tte Honey,"Adventure, Comedy",TV,51.0,146,6.3
Bug tte Honey: Megarom Shoujo Mai 4622,"Adventure, Comedy",Movie,1.0,58,6.0
Bulsajo Robot Phoenix King,"Action, Mecha, Shounen, Space",Movie,1.0,133,3.11
Bunbuku Chagama,Kids,Movie,1.0,88,7.1
Bunbuku Chagama (1958),Hentai,Movie,1.0,86,5.52
Bungaku Shounen no Yuuutsu,"Drama, Music",Music,1.0,37,6.3
Bunna yo Ki kara Orite Koi,"Adventure, Kids",Movie,1.0,53,6.25
Buonomo,Slice of Life,ONA,13.0,48,6.0
Burning Blood,"Shounen, Sports",OVA,3.0,257,6.33
Burning Village,"Fantasy, Horror",OVA,10.0,108,5.83
Burutabu-chan,"Comedy, Fantasy, Magic",TV,1.0,37,5.0
Butazuka,Slice of Life,ONA,13.0,44,5.2
Byeolnala Samchongsa,"Adventure, Sci-Fi",Movie,1.0,151,5.07
Byulbyul Iyagi 2,"Drama, Psychological",Movie,6.0,122,5.86
Cakes,Comedy,ONA,1.0,56,2.58
Calbee Hitokuchi Gekijou,"Comedy, Slice of Life",Special,18.0,46,4.38
Captain,"Shounen, Sports",Special,1.0,93,6.44
Captain (TV),"Shounen, Sports",TV,26.0,208,6.46
Captain the Movie,"Shounen, Sports",Movie,1.0,106,6.41
Carino Coni,"Fantasy, Kids",TV,26.0,99,6.93
Celebration and Chorale,Music,Movie,1.0,93,5.28
Cello Hiki no Gauche,"Fantasy, Kids, Music",Movie,1.0,72,4.21
Cello Hiki no Gauche (OVA),"Drama, Fantasy, Music",OVA,1.0,163,5.88
Chain Chronicle: Haecceitas no Hikari Part 1,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1.0,5589,6.67
Chalk-iro no People,"Romance, Seinen",OVA,1.0,92,5.29
Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Kids,OVA,1.0,176,5.86
Chamebou Kuukijuu no Maki,Comedy,Movie,1.0,66,8.4
Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Comedy,Movie,1.0,72,6.0
Chan Shuo A Kuan,"Comedy, Slice of Life",Movie,1.0,41,5.5
Chanda Gou,Hentai,Movie,1.0,91,4.42
Chang,"Drama, Military, Thriller",Movie,1.0,248,6.33
Channel 5.5,"Comedy, Parody",ONA,4.0,196,5.32
Channel 5.5 3rd Season Prologue,Comedy,ONA,1.0,155,4.91
Channel 5.5 4th Season,"Comedy, Parody",ONA,4.0,191,5.13
Channel 5.5 4th Season Prologue,Comedy,ONA,1.0,157,4.81
Channel 5.5 Prologue: Shin Bangumi Start!,Comedy,ONA,1.0,135,4.71
Chao Shen Youxi,"Action, Fantasy, Game",ONA,25.0,34,6.5
Charamaru-kun to Dokumaru-kun,"Kids, Super Power",OVA,1.0,36,7.4
Chel-in sacheon-wang,"Action, Sci-Fi",Movie,1.0,47,4.43
Chengyu Donghua Lang,"Historical, Kids",TV,180.0,144,6.04
Cheol-in 007,"Action, Mecha, Sci-Fi",Movie,1.0,101,4.27
Cheonbangjichuk Hani,"Comedy, Drama, School, Sports",TV,13.0,149,6.78
Cheorin Samchongsa,"Action, Mecha, Sci-Fi, Shounen, Space",Movie,1.0,114,4.0
Cherry Blossom,"Drama, Kids",OVA,1.0,66,5.5
"Chi Dor Dor, Chi Dor Dor",Kids,TV,15.0,87,5.77
Chi-Sui Maru,Comedy,TV,41.0,185,5.63
Chi-Sui Maru 2nd Season,Comedy,TV,34.0,114,5.08
Chi-Sui Maru Specials,Comedy,Special,2.0,94,5.33
Chibi Maruko-chan Movie: Italia kara Kita Shounen,"Comedy, Kids, School, Slice of Life",Movie,1.0,206,6.8
Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids,OVA,1.0,57,5.71
Chibi Neko Tomu no Daibouken: Chikyuu wo Sukue! Nakama-tachi,"Adventure, Kids",Special,1.0,76,6.4
Chibikko Kaijuu Yadamon,"Comedy, Kids, Supernatural",TV,26.0,133,6.36
Chibikko Kamu no Bouken,"Adventure, Kids",Movie,1.0,55,7.25
Chibikuro Sambo no Tora Taiji,Kids,Movie,1.0,57,5.8
Chibikuro Sambo to Futago no Otouto,Kids,Movie,1.0,54,6.0
Chibinacs,Comedy,TV,25.0,39,5.5
Chibinacs 2.0,Comedy,TV,25.0,36,4.33
Chibinacs 3,Comedy,TV,25.0,36,4.43
Chichi Kaeru,Drama,ONA,1.0,41,4.56
Chichi to Ko,Drama,Special,1.0,45,6.0
Chicken Papa,Comedy,ONA,1.0,45,3.0
Chie-chan Funsenki: Jarinko Chie,"Comedy, Drama, Slice of Life",TV,39.0,147,7.83
Chieri to Cherry,"Adventure, Fantasy, Shoujo",Movie,1.0,180,6.0
Chii Jiaan Chuaanqii,"Action, Adventure, Fantasy",TV,26.0,56,5.33
Chii-chan no Kageokuri,"Drama, Historical",OVA,1.0,25,4.5
Chii-chan to Hige Ojisan,"Kids, Slice of Life",TV,10.0,49,5.8
Chiisai Sensuikan ni Koi wo Shita Dekasugiru Kujira no Hanashi,"Fantasy, Kids, Military",Special,1.0,65,7.2
Chiisana Itsutsu no Ohanashi,Kids,Movie,1.0,93,4.78
Chiisana Kinomi,"Kids, Music",Music,1.0,86,4.42
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,"Romance, Shoujo, Slice of Life",Special,1.0,84,7.0
Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,"Action, Adventure, Mecha, Sci-Fi, Shounen, Super Power",Movie,1.0,93,4.69
Chiisana Love Letter: Mariko to Nemunoki no Kodomo-tachi,"Drama, Music, School",Special,1.0,90,5.57
Chiisana Teien,"Adventure, Fantasy",Movie,1.0,151,5.91
Chikara Bashi,Kids,Movie,1.0,103,4.59
Chikara to Onna no Yo no Naka,Historical,Movie,1.0,175,5.31
Chikasugi Idol Akae-chan,"Comedy, Game, Parody",TV,12.0,112,4.28
Chikkun Takkun,"Comedy, Sci-Fi",TV,23.0,103,6.0
Chikyuu Monogatari Telepath 2500,"Adventure, Drama, Sci-Fi",Movie,1.0,254,5.52
Chikyuu SOS Sore Ike Kororin,"Action, Comedy, Kids, Sci-Fi",TV,26.0,87,5.78
Chikyuu wo Mitsumete,"Sci-Fi, Space",Movie,1.0,70,5.2
Chingou Muchabee,"Adventure, Comedy",TV,26.0,80,6.75
Chinpui,Comedy,TV,56.0,222,6.15
Chinpui Specials,Comedy,Special,2.0,87,5.7
Chinpui: Eri-sama Katsudou Daishashin,Comedy,Movie,1.0,107,6.0
Chinyuuki: Tarou to Yukai na Nakama-tachi,Comedy,OVA,3.0,186,6.0
Chironup no Kitsune,Drama,Movie,1.0,196,7.48
Chobitto Zukan,"Fantasy, Kids",TV,52.0,63,4.5
Choco to Watashi,"Kids, Music",Music,1.0,40,6.0
Choegang Habche: Mix Master,"Adventure, Fantasy",TV,39.0,168,6.79
Choegang Top Plate,"Action, Comedy, Kids, Sports",TV,26.0,86,7.2
Chogattai Majutsu Robot Ginguiser Specials,"Adventure, Mecha, Sci-Fi",Special,2.0,111,5.77
Chokin no Susume,Comedy,Movie,1.0,71,6.0
Chotto Ugoku!? &quot;Futeneko&quot;,Comedy,OVA,1.0,17,6.0
Chou Kidougai-ku: Kashiwa-no-Ha,Mecha,ONA,3.0,475,4.86
Chou Kousoku Galvion,"Action, Mecha, Military, Police",TV,22.0,364,6.32
Chou Zenmairobo: Patrasche,"Comedy, Historical, Mecha, Parody, Sci-Fi",TV,13.0,178,4.52
Choubakumatsu Shounen Seiki Takamaru,"Action, Comedy, Fantasy",OVA,2.0,92,6.44
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"Action, Comedy, Game, Kids",TV,32.0,162,5.72
Choujikuu Seiki Orguss Memorial,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,2.0,64,6.43
Choujuu Kishin Dancougar: Juusenki-tai Songs,"Action, Mecha, Sci-Fi, Shounen",OVA,1.0,143,6.0
Chouon Senshi Borgman: Madnight☆Gigs!,"Action, Demons, Music, Sci-Fi, Shounen",OVA,1.0,102,4.82
Chouriki Robo Galatt,"Action, Adventure, Comedy, Mecha, Sci-Fi",TV,25.0,168,6.62
Chuuchuu Banban,"Adventure, Kids",Movie,1.0,61,6.5
Chuugakusei,Comedy,OVA,2.0,52,5.0
Chuuhai Lemon: Love 30s - Ame ni Nurete mo,"Comedy, Drama, Police, Romance",OVA,1.0,116,6.05
Chuuko Video-ya no Onna Tenin X,"Comedy, Shounen",ONA,1.0,75,5.75
Cinterrier-jou no Hanamuko,"Comedy, Fantasy, Kids",Movie,1.0,117,3.62
Circles,Music,Music,1.0,34,4.79
Circuit no Ookami II: Modena no Ken,"Cars, Seinen",OVA,1.0,165,5.48
City Hunter: Ryou no Propose,"Action, Comedy, Mystery, Police",OVA,1.0,1070,6.8
Clock,Dementia,Special,1.0,84,4.04
Clover 4/3,"Drama, School",ONA,24.0,163,7.43
CoCO &amp; NiCO,"Comedy, Kids",TV,39.0,318,4.53
Cofun Gal no Coffy,"Comedy, Historical, Parody",ONA,10.0,75,4.45
Cofun Gal no Coffy (TV),"Comedy, Parody",TV,12.0,77,6.9
Cofun Gal no Coffy Campus Life,Comedy,TV,11.0,78,5.78
Cofun Gal no Coffy: Cofunderella,Comedy,Movie,1.0,64,5.0
Cofun Gal no Coffy: Juuninin to Ikareru Kofun-tachi,Comedy,Movie,1.0,66,4.29
Cofun Gal no Coffy: Okehazama no Tatakai,"Comedy, Historical, Parody",Movie,1.0,66,5.13
Colorful Ninja Iromaki,Fantasy,Movie,1.0,442,6.0
Columbus no Daibouken,Historical,OVA,1.0,35,6.5
Computer Haekjeonham Pokpa Daejakjeon,"Action, Sci-Fi, Shounen",Movie,1.0,119,4.22
Congming de Yixiu Zhi Fan Dou Gongzhu,"Comedy, Historical, Kids",Movie,1.0,81,5.63
Contact,"Comedy, Kids, Sci-Fi",Special,1.0,102,5.0
Contact 2,"Comedy, Kids, Sci-Fi",Special,1.0,101,5.58
Convenience Store Senki Purin-tai,Comedy,ONA,8.0,59,4.48
Cook no Polka,"Kids, Music",Music,1.0,102,3.43
Cooking Papa Christmas Special,"Comedy, Slice of Life",Special,1.0,66,6.0
Coral no Tanken,"Adventure, Kids, Music",TV,50.0,54,6.14
Cosmic Fantasy: Ginga Me Hyou no Wana,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance, Sci-Fi, Space",OVA,1.0,226,5.98
Countdown,Dementia,Movie,1.0,62,4.25
Crayon no Hoshi,"Drama, Kids",OVA,1.0,47,5.0
Crayon Shin-chan Gaiden: Alien vs. Shinnosuke,"Comedy, Ecchi, Kids, Sci-Fi, Space",ONA,13.0,429,6.83
Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"Comedy, Kids, Shounen",Movie,1.0,320,7.3
Crazy Monkey,Ecchi,Movie,1.0,92,4.81
Curly,Comedy,ONA,1.0,54,4.7
Cyborg 009: Call of Justice 1,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1.0,721,4.5
Cyborg 009: Call of Justice 2,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1.0,377,5.67
Cyborg 009: Call of Justice 3,"Action, Adventure, Mecha, Sci-Fi, Shounen",Movie,1.0,377,4.33
Cybot Robocchi,"Comedy, Sci-Fi",TV,39.0,162,6.19
Cynical Hysterie Hour: Henshin!,Comedy,Movie,1.0,105,5.23
Cynical Hysterie Hour: Trip Coaster,"Comedy, Slice of Life",Movie,1.0,110,5.96
Cynical Hysterie Hour: Utakata no Uta,Comedy,Movie,1.0,126,6.15
Cynical Hysterie Hour: Yoru wa Tanoshii,Comedy,Movie,1.0,102,5.59
"Dai-chan, Daisuki.","Drama, School, Slice of Life",Movie,1.0,91,6.13
Daisougen no Chiisana Tenshi Bush Baby Specials,"Adventure, Drama",Special,2.0,84,5.27
Daisougen to Hakuba,"Adventure, Historical",OVA,1.0,79,6.83
Daisuki! Nendomama,"Fantasy, Kids, Slice of Life",TV,9.0,50,5.75
Dalam-iwa Goseumdochi,"Historical, Military",TV,1.0,122,6.47
Dallyeola Majing-ga-X,"Mecha, Sci-Fi",Movie,1.0,94,4.13
Dame Oyaji,Comedy,TV,26.0,109,6.07
Damen&#039;s Walker,"Comedy, Romance",ONA,12.0,141,5.88
Danchi Tomoo,"Comedy, Seinen",TV,78.0,557,6.25
Danchi Tomoo: Natsuyasumi no Shukudai wa Owatta no ka yo? Tomoo,"Comedy, Seinen",Special,1.0,56,4.6
Dangerous Jiisan Ja,"Comedy, Kids",OVA,2.0,126,6.27
Dango San Kyoudai Attoiuma Gekijou,"Kids, Music",TV,50.0,74,7.3
Dareka no Santa Claus,Music,Music,1.0,75,5.51
Daruma-chan,"Kids, Supernatural",OVA,5.0,42,5.0
Dasshutsu Gasshapon,"Historical, Sci-Fi",ONA,10.0,121,4.27
David and Goliath,"Adventure, Historical, Kids",Movie,1.0,80,4.5
Dead World,Horror,ONA,1.0,302,3.89
Deban Desu Yo! Onigirizu,Comedy,TV,6.0,163,4.0
Deko Boko Friends,"Comedy, Kids",TV,1.0,61,7.14
Dekoboko Shin Gachou: Meian no Shippai,Comedy,Movie,1.0,102,7.08
Deniroo&#039;s Circus,Comedy,Special,1.0,69,3.57
Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,"Action, Comedy, Mecha, Parody, Sci-Fi",OVA,2.0,110,5.25
Dennou Sentai Voogie&#039;s★Angel: Forever and Ever,"Action, Comedy, Drama, Mecha, Sci-Fi",OVA,1.0,156,5.1
DigiGirl Pop!: Strawberry &amp; Pop Mix Flavor,"Comedy, Sci-Fi",TV,26.0,143,6.0
Din Dong,"Comedy, Parody",Special,1.0,80,5.18
Dochamon Junior,"Comedy, Kids",TV,16.0,85,5.09
Dochamon Junior 2,"Comedy, Kids",TV,1.0,41,6.0
Doctor Chichibuyama,"Ecchi, Parody, Seinen",TV,2.0,152,6.15
Doctor Mambo &amp; Kaitou Jibako: Uchuu yori Ai wo Komete!!,"Adventure, Fantasy, Kids, Mystery, Sci-Fi",Special,1.0,62,5.67
Dodani,"Drama, School, Shounen, Slice of Life",Movie,1.0,59,5.14
Dohyou no Oni-tachi,"Drama, Historical, Sports",Movie,1.0,83,5.83
Dokaben,"Action, School, Shounen, Sports",TV,163.0,301,6.49
Dokachin,"Comedy, Kids",TV,26.0,84,5.62
Dokgotak Dasi Chajeun Maundeu,"Shounen, Sports",Movie,1.0,70,5.0
Dokgotak: Taeyang-eul Hyanghae Deonjyeola,Sports,Movie,1.0,72,5.5
Dokidoki Gakuen Kessen!! Youki Daimashiro,"Action, Fantasy, Magic",OVA,1.0,110,4.05
Dokkaebi Bangmang-I,"Action, Demons, Shounen",Movie,1.0,67,4.33
Dokkaebi Gamtu,"Action, Adventure, Demons, Fantasy, Shounen",Movie,1.0,79,3.58
Dokkan! Robotendon,"Adventure, Kids, Slice of Life",TV,26.0,63,6.29
Dokkiri Doctor Special,"Comedy, Ecchi",Special,1.0,137,6.04
Dokushin Apartment Dokudamisou,"Comedy, Ecchi",OVA,3.0,162,5.64
Dolittle-sensei Monogatari,"Adventure, Kids",TV,13.0,57,6.5
Dolphin Ouji,"Action, Adventure, Kids, Sci-Fi",TV,3.0,127,5.58
Don&#039;t You Wish You Were Here?,Dementia,Movie,1.0,78,5.67
Don: Gokudou Suikoden,Drama,OVA,2.0,128,5.36
Donbe Monogatari,Kids,Special,1.0,107,5.67
Donguri Mori e,"Fantasy, Kids",OVA,1.0,55,4.25
Donguri no Ie,Drama,Movie,1.0,106,7.0
Donguri to Yamaneko,Drama,OVA,1.0,229,6.35
Donguri to Yamaneko (1995),"Demons, Drama, Kids",OVA,1.0,54,5.0
Donkikko,"Comedy, Shounen",TV,21.0,71,6.75
Doolie Baenang-Yeohaeng,"Adventure, Kids",OVA,7.0,60,4.78
Dorami-chan: A Blue Straw Hat,"Fantasy, Kids",Movie,1.0,121,5.28
Dorami-chan: Hello Kyouryuu Kids!!,Fantasy,Movie,1.0,135,5.9
"Dorami-chan: Wow, The Kid Gang of Bandits",Fantasy,Movie,1.0,126,5.35
Dorimogu Daa!!,"Adventure, Fantasy, Kids",TV,49.0,179,6.98
Doron Coron,"Kids, Slice of Life",Movie,1.0,46,4.62
Dororonpa!,"Comedy, Slice of Life, Supernatural",TV,115.0,104,7.5
Dosukoi! Wanpaku Dohyou,"Drama, Sports",Movie,1.0,53,5.25
Dotanba no Manners,"Comedy, Slice of Life",TV,283.0,75,6.75
Doteraman,"Comedy, Sci-Fi",TV,20.0,79,6.0
Double Hard,"Action, Martial Arts",ONA,1.0,177,6.53
Doubutsu Dai Yakyuu Sen,Sports,Movie,1.0,68,5.67
Doubutsu Kankyou Kaigi,Kids,TV,20.0,151,5.68
Doubutsu Mura Monogatari,Kids,TV,100.0,98,6.92
Doubutsu Olympic Taikai,Comedy,Movie,1.0,149,4.51
Doukyuusei,"Kids, Music",Music,1.0,116,5.83
Doushitemo Eto ni Hairitai,Comedy,TV,13.0,155,6.79
Douwa Mondai to Jinken: Anata wa Dou Kangaemasuka,Drama,OVA,1.0,42,8.0
Dr. Slump: Arale-chan &#039;92 Oshougatsu Special,"Comedy, Sci-Fi, Shounen, Shounen",Special,3.0,196,6.19
Dr. Slump: Arale-chan Ayaya!? Penguin Mura de TV Jack,"Comedy, Sci-Fi, Shounen",Special,1.0,152,7.11
Dr. Slump: Arale-chan no Koutsuu Anzen,"Comedy, Sci-Fi, Shounen",Special,1.0,159,5.94
Dr. Slump: Arale-chan Penguin Mura Eiyuu Densetsu,"Comedy, Sci-Fi, Shounen",Special,1.0,198,6.97
Dr. Slump: Arale-chan Specials,"Comedy, Sci-Fi, Shounen",Special,2.0,220,6.84
Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,"Comedy, Sci-Fi, Shounen",Special,1.0,248,6.17
Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,"Comedy, Mecha, Sci-Fi, Shounen",Special,1.0,165,6.7
Dr. Typhoon,"Drama, Seinen, Sports",OVA,1.0,80,6.15
Drill,Dementia,Movie,1.0,106,3.4
Duel Masters VSR,"Action, Adventure, Comedy, Shounen",TV,51.0,486,5.19
Duel Masters VSRF,"Action, Adventure, Comedy, Shounen",TV,1.0,460,5.13
Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,"Action, Adventure, Comedy, Shounen",Movie,1.0,108,4.25
Eagle Sam,"Comedy, Sports",TV,51.0,105,5.45
Easy Cooking Animation: Seishun no Shokutaku,Comedy,TV,25.0,87,5.2
Ecchan no Sensou,"Drama, Historical",Movie,1.0,100,7.17
Echigo no Mukashibanashi: Attaten Ganoo,"Demons, Horror, Kids",OVA,1.0,73,4.33
Eddie the Fast Break,"Kids, Sports",TV,1.0,67,6.11
Edokko Boy: Gatten Tasuke,"Comedy, Martial Arts, Police, Sports",TV,22.0,173,6.37
Efficus: Kono Omoi o Kimi ni...,Magic,OVA,2.0,116,4.93
Egao ni Dai Sekkin,"Kids, Music",Music,1.0,40,5.8
Eguchi Hisashi no Kotobuki Gorou Show,"Comedy, Ecchi, Parody",OVA,4.0,311,6.0
Eguchi Hisashi no Nantoka Narudesho!,"Parody, Shoujo, Sports",OVA,1.0,246,5.32
Ehon Yose,"Historical, Horror, Kids",TV,50.0,99,5.25
Eien,"Drama, Fantasy, Music",Music,1.0,69,5.11
Eiga! Tamagotchi Uchuu Ichi Happy na Monogatari!?,Kids,Movie,1.0,203,6.56
Eigo de Asobo: Tanken Goblin Tou,"Adventure, Comedy, Fantasy, Kids",TV,100.0,53,5.0
"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Slice of Life",Special,1.0,95,6.46
Eikou e no Spur: Igaya Chiharu Monogatari,"Drama, Historical, Sports",Movie,1.0,80,6.67
Eiyuu Banka Koushi-den,"Adventure, Drama, Historical, Romance",OVA,1.0,101,6.44
Eko Eko Azarak,"Fantasy, Horror, Magic",OVA,1.0,246,5.78
Ekubo Ouji,"Comedy, Kids",TV,50.0,39,6.5
Elec-king The Animation,Comedy,TV,13.0,96,6.55
Elite Banana Banao,"Comedy, Parody, Slice of Life",ONA,1.0,72,6.29
Elite Jack!!,"School, Shoujo",OVA,1.0,141,5.29
Elmer no Bouken: My Father&#039;s Dragon,"Adventure, Fantasy, Kids",OVA,1.0,125,6.44
En En Nikoli,"Adventure, Kids, Music",Special,3.0,40,5.4
Entotsuya Peroo,Kids,Movie,1.0,150,4.6
Escalator-jou no Hokou no Kiken-sei,Drama,Special,1.0,37,3.33
Esper Mami Special: My Angel Mami-chan,"Comedy, Super Power, Supernatural",Special,1.0,148,6.52
Eun-sil-i,Drama,Movie,1.0,163,5.81
Eunhahamdae Jiguho,"Action, Adventure, Kids, Sci-Fi, Space",Movie,1.0,83,3.6
Eunhajeonseol Tera,"Action, Adventure, Sci-Fi, Shounen, Space",Movie,1.0,89,3.79
Examurai Sengoku Recap,"Action, Samurai",Special,1.0,108,5.0
Experiment,Dementia,Movie,1.0,60,4.0
Eyedrops,Space,ONA,4.0,65,4.83
Fafa Movie,Slice of Life,ONA,2.0,91,3.81
Feng Ji Yun Nu,"Action, Martial Arts",OVA,1.0,115,4.76
Feng Shu Zhan Jing 2,"Adventure, Kids, Mecha",TV,26.0,24,8.0
Feng Wei Ying Xiong,"Action, Fantasy",ONA,12.0,53,7.19
Field ni Soyogu Kaze,"Shounen, Sports",OVA,1.0,80,5.23
Fight Da!! Pyuta,"Action, Comedy, Sci-Fi, Shounen",TV,26.0,78,6.0
Flanders no Inu Specials,"Drama, Slice of Life",Special,2.0,139,5.76
Flicker Love No.1,Dementia,Movie,1.0,57,4.91
Flowering Heart,"Kids, Magic",TV,26.0,291,5.24
Fly,Fantasy,ONA,1.0,47,3.73
"Fly, Space Battleship Geobukseon","Action, Sci-Fi, Shounen, Space",Movie,1.0,94,4.11
Fojiao Donghua: Dashi Zhi Pusa Nianfo Yuantong Zhang,Drama,Special,1.0,64,4.52
Forestry,Comedy,Special,1.0,124,4.45
Form of Stress,Mecha,Movie,1.0,44,3.75
Forza! Hidemaru,Sports,TV,26.0,102,6.44
Four Seasons: Fuuka to Nanami,Cars,ONA,1.0,162,4.52
Fox Wood Monogatari,"Adventure, Kids",OVA,3.0,67,7.44
Frame Arms: A Violent Struggle,Mecha,OVA,1.0,234,4.22
From Osaka with Cheer!,Slice of Life,ONA,4.0,109,4.33
